Code,Name,Date,Price,Share,Amount,Warran,Underwriter,Sector,Subsector,Field,Website,Prospectus,Summary_Prospectus,Alamat,Image,1 candle gain,2 candle gain,3 candle gain,4 candle gain,5 candle gain,6 candle gain,7 candle gain,1 candle high,2 candle high,3 candle high,4 candle high,5 candle high,6 candle high,7 candle high,Papan Pencatatan
FUTR,PT Lini Imaji Kreasi Ekosistem Tbk,2023-02-27,Rp100,20%,"12,780,000 lot",5 : 4,IU - INDO CAPITAL SEKURITAS,Barang Konsumen Non-Primer,Media & Hiburan,"Bergerak dalam bidang periklanan, aktivitas desain khusus film, video, program TV, animasi dan komik",https://futurphuture.io/,https://storage.googleapis.com/assets.trading.stockbit.com/company/FUTR/prospectus/7ihue0caia.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/FUTR/summary-prospectus/kb9suhxd3j.pdf,"Fatmawati Mas Blok III No. 307-309 Jl. RS Fatmawati No 20 Jakarta Selatan, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/FUTR/logo/og6obpi0kr.png,0.0,21.0,63.0,52.0,42.0,50.0,40.0,8.0,21.0,63.0,70.0,42.0,56.99999999999999,56.00000000000001,Pemantauan Khusus
PGEO,PT Pertamina Geothermal Energy Tbk,2023-02-24,Rp875,25%,"103,500,000 lot",0,CC - MANDIRI SEKURITAS,Infrastruktur,Utilitas,Menyelenggarakan usaha di bidang panas bumi dari sisi hulu dan/atau sisi hilir serta kegiatan usaha,https://www.pge.pertamina.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/PGEO/prospectus/cq6gugpl93.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PGEO/summary-prospectus/v6eh8wswuf.pdf,"Grha Pertamina – Tower Pertamax Lt. 7 Jl. Medan Merdeka Timur No. 11-13 Gambir, Jakarta Pusat 10110, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/PGEO/logo/zbkrhuen96.png,0.0,-5.142857142857142,-8.571428571428571,-4.571428571428571,-0.5714285714285714,0.0,-1.7142857142857144,5.714285714285714,0.0,-4.0,-4.0,0.0,0.0,0.5714285714285714,Utama
KING,PT Hoffmen Cleanindo Tbk,2023-02-16,Rp130,20%,"5,200,000 lot",2 : 1,XA - NH KORINDO SEKURITAS INDONESIA,Perindustrian,Jasa Perindustrian,"Jasa Cleaning Service, Security, Washroom Hygiene, dan Parkir melalui Perusahaan Anak",https://www.hoffmen.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/KING/prospectus/sbeaycvhrv.01,https://storage.googleapis.com/assets.trading.stockbit.com/company/KING/summary-prospectus/q386b3ae1u.pdf,Jl. Raya Jembatan Tiga No. 8 Penjaringan Jakarta Utara 14440,https://storage.googleapis.com/assets.trading.stockbit.com/company/KING/logo/lw74stdbbq.png,-10.0,-18.461538461538463,-26.15384615384616,-19.230769230769237,-11.538461538461538,-3.076923076923077,-6.923076923076923,0.0,-18.461538461538463,-26.15384615384616,-19.230769230769237,-11.538461538461538,-3.076923076923077,3.076923076923077,Akselerasi
CHIP,PT Pelita Teknologi Global Tbk,2023-02-08,Rp160,24.81%,"2,000,000 lot",0,YJ - LOTUS ANDALAN SEKURITAS,Teknologi,Perangkat Lunak & Jasa TI,"Bergerak dalam Bidang Aktivitas Konsultasi dan Perancangan IoT, dan Industri Smart Card",https://www.pelitateknologi.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/CHIP/prospectus/r4dkv9ffrf.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CHIP/summary-prospectus/296wzklno1.pdf,"Jl. Gatot Subroto KM 5, No 66, Kroncong, Jatiuwung, Tangerang, Banten 15134",https://storage.googleapis.com/assets.trading.stockbit.com/company/CHIP/logo/mhpmk5pivx.png,10.0,20.625,32.5,45.0,43.75,48.75,62.5,10.0,20.625,32.5,45.0,58.75,56.25,62.5,Akselerasi
HALO,PT Haloni Jane Tbk,2023-02-08,Rp100,20.98%,"12,000,000 lot",2 : 1,II - DANATAMA MAKMUR SEKURITAS,Kesehatan,Jasa & Peralatan Kesehatan,Bergerak dalam bidang barang dari karet untuk kesehatan,http://halonijane.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/HALO/prospectus/pu4i9apadx.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/HALO/summary-prospectus/qy7i80p71t.pdf,"Jl Raya Serang km. 13,8 Kawasan Industri Tristate, Sukadamai Cikupa Tangerang Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/HALO/logo/vy7q7rfci4.png,17.0,18.0,31.0,22.0,19.0,26.0,22.0,35.0,27.0,37.0,33.0,25.0,29.0,27.0,Pengembangan
VAST,PT Vastland Indonesia Tbk,2023-02-08,Rp108,22.54%,"7,000,000 lot",5 : 1,AO - ERDIKHA ELIT SEKURITAS,Properti & Real Estat,Properti & Real Estat,Real Estate yang Dimiliki Sendiri atau Disewa,https://www.vastland.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/VAST/prospectus/4jq9fpbw7v.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/VAST/summary-prospectus/vd0ndhbbzc.pdf,"Jl. Tembesu No. 8A, Kel. Campang Raya, Sukabumi, Bandar Lampung, Lampung 35122",https://storage.googleapis.com/assets.trading.stockbit.com/company/VAST/logo/mbco16frgz.png,-6.481481481481481,-11.11111111111111,11.11111111111111,3.7037037037037033,0.0,-2.7777777777777777,0.0,30.55555555555556,-2.7777777777777777,12.962962962962962,16.666666666666664,7.4074074074074066,2.7777777777777777,4.62962962962963,Pengembangan
HILL,PT Hillcon Tbk,2023-03-01,Rp1250,15%,"4,423,000 lot",0,YP - MIRAE ASSET SEKURITAS INDONESIA,Barang Baku,Barang Baku,"Aktivitas Perusahaan Holding, Aktivitas Konsultasi Manajemen, Jasa Pertambangan dan Jasa Konstruksi",https://www.hillcon.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/HILL/prospectus/jqan3egh9d.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/HILL/summary-prospectus/io0i6wy3c5.pdf,"Blok R2, Jl. Taman Modern No. 19 RT.014/RW.006, Ujung Menteng, Kecamatan Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13960",https://storage.googleapis.com/assets.trading.stockbit.com/company/HILL/logo/iciwv6x79x.png,6.4,19.6,20.8,24.8,26.4,30.4,31.2,10.4,29.2,23.200000000000003,25.6,28.8,32.800000000000004,32.800000000000004,Utama
PACK,PT Solusi Kemasan Digital Tbk,2023-02-08,Rp162,20.03%,"3,080,000 lot",5 : 1,XA - NH KORINDO SEKURITAS INDONESIA,Perindustrian,Jasa Perindustrian,Industri Percetakan Digital Untuk Kemasan Fleksibel,https://www.flexypack.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/PACK/prospectus/5fd6eic2ip.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PACK/summary-prospectus/f0vrlkrx9k.pdf,"JL. Jababeka 2 Blok C/11-D Kawasan Industri Jababeka Cikarang Utara Kabupaten Bekasi, Jawa Barat 17530",https://storage.googleapis.com/assets.trading.stockbit.com/company/PACK/logo/z0dqh6dcil.png,-9.876543209876544,-18.51851851851852,-23.456790123456788,-30.8641975308642,-37.03703703703704,-41.9753086419753,-40.74074074074074,-1.2345679012345678,-18.51851851851852,-17.28395061728395,-22.839506172839503,-29.01234567901235,-35.80246913580247,-40.74074074074074,Akselerasi
IRSX,PT Aviana Sinar Abadi Tbk,2023-02-07,Rp101,20%,"10,000,000 lot",5 : 7,AH - SHINHAN SEKURITAS INDONESIA,Teknologi,Perangkat Lunak & Jasa TI,Bergerak di Bidang Aktivitas Pemrograman Komputer Lainnya,https://aviana.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/IRSX/prospectus/1s43tpgsd2.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/IRSX/summary-prospectus/zczo7czay3.pdf,"Jl. Alaydrus No. 66 BC Lantai 3 - RT.10/RW.2, Petojo Utara, Gambir, Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta 10130",https://storage.googleapis.com/assets.trading.stockbit.com/company/IRSX/logo/wp81yhmybq.png,1.98019801980198,0.0,-0.99009900990099,-7.920792079207921,-6.930693069306932,-5.9405940594059405,-9.9009900990099,34.65346534653465,10.891089108910892,1.98019801980198,-0.99009900990099,1.98019801980198,-1.98019801980198,-5.9405940594059405,Pemantauan Khusus
FWCT,PT Wijaya Cahaya Timber Tbk,2023-02-01,Rp118,20%,"3,750,000 lot",0,YJ - LOTUS ANDALAN SEKURITAS,Barang Baku,Barang Baku,Industri Kayu Lapis,http://wijayacahayatimber.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/FWCT/prospectus/sb1t6hmk9k.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/FWCT/summary-prospectus/xep6os2g02.pdf,"Jl. Puri Indah, Ruko Sentra Niaga Puri Indah Blok T1 No.47, Kembangan Selatan, Kembangan, Jakarta Barat, Jakarta 11610",https://storage.googleapis.com/assets.trading.stockbit.com/company/FWCT/logo/dvh4etwvf7.png,34.74576271186441,25.42372881355932,16.94915254237288,9.322033898305085,1.694915254237288,-5.084745762711865,8.47457627118644,34.74576271186441,74.57627118644068,16.94915254237288,9.322033898305085,12.71186440677966,3.389830508474576,8.47457627118644,Pengembangan
NAYZ,PT Hassana Boga Sejahtera Tbk,2023-02-06,Rp100,20%,"5,100,000 lot",1 : 1,SF - SURYA FAJAR SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,Menjalankan usaha dalam bidang industri makanan bayi,https://www.hassana.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/NAYZ/prospectus/90dcypzelv.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/NAYZ/summary-prospectus/xdaxledmz3.pdf,"Kawasan Pergudangan Multiguna Taman Tekno 2 Blok L2 No. 35 BSD, Tangerang Selatan, Banten",https://storage.googleapis.com/assets.trading.stockbit.com/company/NAYZ/logo/svnud6my5z.png,-10.0,-19.0,-27.0,-25.0,-28.000000000000004,-24.0,-19.0,-1.0,-11.0,-19.0,-22.0,-21.0,-21.0,-19.0,Akselerasi
PEVE,PT Penta Valent Tbk,2023-01-24,Rp149,20.67%,"3,680,000 lot",0,YJ - LOTUS ANDALAN SEKURITAS,Barang Konsumen Non-Primer,Perdagangan Ritel,"Distributor Produk Farmasi, dan Produk Konsumsi",http://www.pentavalent.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/PEVE/prospectus/7jt22ory7l.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PEVE/summary-prospectus/i82ue3niqh.pdf,"Jl. Kedoya Raya No. 33, Kedoya Utara, Kebon Jeruk 11520",https://storage.googleapis.com/assets.trading.stockbit.com/company/PEVE/logo/dyyumqvni5.png,34.22818791946309,63.758389261744966,54.36241610738255,54.36241610738255,47.651006711409394,38.25503355704698,38.25503355704698,34.22818791946309,81.20805369127517,78.52348993288591,62.41610738255034,57.04697986577181,48.99328859060403,47.651006711409394,Pengembangan
LAJU,PT Jasa Berdikari Logistics Tbk,2023-01-27,Rp100,32.56%,"7,000,000 lot",5 : 1,XA - NH KORINDO SEKURITAS INDONESIA,Transportasi & Logistik,Logistik & Pengantaran,Jasa Logistik Terintegrasi,https://www.jasaberdikari.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/LAJU/prospectus/h8lvsmhe3k.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/LAJU/summary-prospectus/3m335sh7e8.pdf,"Jl. Kopi No. 4 D Lt. 2. Roa Malaka, Tambora Jakarta Barat – 11230 Telepon: 021 – 6912287",https://storage.googleapis.com/assets.trading.stockbit.com/company/LAJU/logo/2ak961x9gl.png,35.0,39.0,30.0,31.0,41.0,53.0,44.0,35.0,82.0,48.0,35.0,45.0,56.99999999999999,59.0,Pengembangan
BMBL,PT Lavender Bina Cendikia Tbk,2023-01-11,Rp188,27.19%,"2,800,000 lot",10 : 8,HD - KGI SEKURITAS INDONESIA,Barang Konsumen Non-Primer,Jasa Konsumen,Pendidikan Bimbingan Belajar dan Konseling Swasta,http://www.lavenderprograms.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/BMBL/prospectus/e8po4b220e.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/BMBL/summary-prospectus/j8sazfn00v.pdf,"Office Tower Taman Melati Lt.5 Jalan Margonda Raya no.525 Depok, Jawa Barat",https://storage.googleapis.com/assets.trading.stockbit.com/company/BMBL/logo/liobox27v1.png,-9.574468085106384,-18.617021276595743,-26.595744680851062,-33.51063829787234,-39.8936170212766,-45.74468085106383,-45.74468085106383,0.0,-18.617021276595743,-26.595744680851062,-27.659574468085108,-30.851063829787236,-41.48936170212766,-41.48936170212766,Akselerasi
CBPE,PT Citra Buana Prasida Tbk,2023-01-06,Rp150,20%,"2,712,500 lot",0,GR - PANIN SEKURITAS TBK.,Properti & Real Estat,Properti & Real Estat,Bergerak di bidang real estat dan property,https://www.citrabuanaprasida.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/CBPE/prospectus/uwuunc2zxz.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CBPE/summary-prospectus/ytu89shjj5.pdf,"Komplek Paskal Hyper Square Blok G Lantai 2 No. 206 – 208, Jl. H.O.S. Cokroaminoto No. 25 – 27 (dh. Jl. Pasirkaliki No. 25 – 27), Bandung 40181, Tel.: (022) 8606 1108",https://storage.googleapis.com/assets.trading.stockbit.com/company/CBPE/logo/72qojhwoyd.png,-0.6666666666666667,-1.3333333333333337,1.3333333333333337,28.000000000000004,19.33333333333333,11.333333333333332,4.0,33.33333333333333,5.333333333333334,2.0,36.0,36.0,18.666666666666668,12.666666666666668,Pengembangan
SOUL,PT Mitra Tirta Buwana Tbk,2023-01-06,Rp110,24.94%,"2,700,000 lot",4 : 1,AH - SHINHAN SEKURITAS INDONESIA,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Bergerak dalam bidang usaha Air Minum Dalam Kemasan,http://hexsoul.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/SOUL/prospectus/dclk6pxc26.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/SOUL/summary-prospectus/y4yd7zco3u.pdf,"Jl. Waru No. 74 Sambilegi Baru RT.001 RW.003 Maguwoharjo, Depok, Sleman Yogyakarta - Indonesia, 55282",https://storage.googleapis.com/assets.trading.stockbit.com/company/SOUL/logo/heh41rt2dk.png,-10.0,-18.181818181818183,-26.36363636363636,-33.63636363636363,-36.36363636363637,-42.72727272727273,-48.18181818181818,1.818181818181818,-18.181818181818183,-26.36363636363636,-33.63636363636363,-30.0,-36.36363636363637,-41.81818181818181,Akselerasi
SUNI,PT Sunindo Pratama Tbk,2023-01-09,Rp300,24%,"6,000,000 lot",0,AI - UOB KAY HIAN SEKURITAS,Energi,"Minyak, Gas, & Batu Bara","Bergerak dalam bidang perdagangan besar mesin, peralatan dan perlengkapan lainnya, perdagangan besar",https://www.sunindogroup.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/SUNI/prospectus/5b11xcdqo3.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/SUNI/summary-prospectus/waf52l9p2v.pdf,"Jl. Prof Dr. Soepomo SH. No. 48, Tebet Jakarta Selatan 12870, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/SUNI/logo/e95oeoc2tm.png,0.0,-3.333333333333333,6.666666666666667,0.6666666666666667,0.6666666666666667,-1.3333333333333337,-0.6666666666666667,14.666666666666666,1.3333333333333337,19.33333333333333,9.333333333333334,6.666666666666667,2.0,2.666666666666667,Utama
WINE,PT Hatten Bali Tbk,2023-01-10,Rp129,25.02%,"6,780,000 lot",0,XA - NH KORINDO SEKURITAS INDONESIA,Barang Konsumen Non-Primer,Perdagangan Ritel,Distribusi Minuman Beralkohol dan Pengolahannya melalui Perusahaan Anak,https://www.hattenbali.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/WINE/prospectus/tdp4i72zc2.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/WINE/summary-prospectus/slgwmd1fii.pdf,"Hatten Wines Building Jl. Bypass Ngurah Rai No. 393, Sanur, Bali",https://storage.googleapis.com/assets.trading.stockbit.com/company/WINE/logo/hgb16wrop3.png,34.88372093023256,81.3953488372093,126.35658914728684,151.1627906976744,134.10852713178295,118.6046511627907,104.65116279069768,34.88372093023256,81.3953488372093,126.35658914728684,168.2170542635659,160.46511627906978,118.6046511627907,134.10852713178295,Pengembangan
ELIT,PT Data Sinergitama Jaya Tbk,2023-01-06,Rp120,24.61%,"5,000,000 lot",2 : 1,XA - NH KORINDO SEKURITAS INDONESIA,Teknologi,Perangkat Lunak & Jasa TI,Bidang Usaha Penyedia Layanan (managed service) di Bidang Teknologi Informasi (Cloud),https://www.elitery.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/ELIT/prospectus/3mn4qpqmkq.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/ELIT/summary-prospectus/evgl93yp0z.pdf,"The Manhattan Squre Tower B Lt. 22, Jl. TB Simatupang, RT.3/RW.3, Cilandak Timur, Pasar Minggu, Jakarta Selatan,12560 Telepon: 0217511004",https://storage.googleapis.com/assets.trading.stockbit.com/company/ELIT/logo/nekdi3v7x6.png,-6.666666666666667,25.833333333333336,40.833333333333336,39.16666666666666,40.833333333333336,31.666666666666664,22.5,35.0,25.833333333333336,64.16666666666667,53.333333333333336,49.16666666666666,45.0,39.16666666666666,Pengembangan
BEER,PT Jobubu Jarum Minahasa Tbk,2023-01-06,Rp220,20%,"8,000,000 lot",0,AI - UOB KAY HIAN SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,"Industri Minuman Beralkohol Hasil Destilasi, Industri Minuman Beralkohol Hasil Fermentasi Anggur",http://www.jobubu.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/BEER/prospectus/z5tepb3hta.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/BEER/summary-prospectus/iuf9mjb8s1.pdf,"Desa Kapitu, Kelurahan Kapitu, Kecamatan Amurang Barat, Kabupaten Minahasa Selatan, Provinsi Sulawesi Utara",https://storage.googleapis.com/assets.trading.stockbit.com/company/BEER/logo/yni0lodhv2.png,17.272727272727273,19.090909090909093,18.181818181818183,19.090909090909093,24.545454545454547,23.63636363636364,28.18181818181818,24.545454545454547,25.454545454545453,21.818181818181817,20.0,32.72727272727273,29.09090909090909,29.09090909090909,Pengembangan
CBRE,PT Cakra Buana Resources Energi Tbk,2023-01-09,Rp108,16.26%,"7,380,000 lot",5 : 9,DR - RHB SEKURITAS INDONESIA,Infrastruktur,Infrastruktur Transportasi,Angkutan Laut Dalam Negeri Untuk Barang Umum,https://www.cbre.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/CBRE/prospectus/7jcag9mljn.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CBRE/summary-prospectus/0rzf7376q2.pdf,"Sona Topas Tower Lt. 5A, Jl. Jenderal Sudirman Kav. 26, Jakarta Selatan 12920, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/CBRE/logo/uhmy6i2cm0.png,34.25925925925926,80.55555555555556,68.51851851851852,57.407407407407405,47.22222222222222,37.03703703703704,43.51851851851852,34.25925925925926,80.55555555555556,124.07407407407408,61.11111111111112,58.333333333333336,37.03703703703704,51.85185185185185,Pemantauan Khusus
VTNY,PT Venteny Fortuna International Tbk,2022-12-15,Rp360,15%,"9,397,791 lot",0,SF - SURYA FAJAR SEKURITAS,Keuangan,Jasa Pembiayaan,Aktivitas Perusahaan Holding dan Aktivitas Pengembangan Aplikasi Perdagangan Melalui Internet,https://www.venteny.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/VTNY/prospectus/vi7ngp1w46.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/VTNY/summary-prospectus/1rqkv87w34.pdf,"World Trade Centre (WTC) 5 Lantai 13, Jl. Jend. Sudirman Kav. 29-31, Jakarta Selatan, 12920",https://storage.googleapis.com/assets.trading.stockbit.com/company/VTNY/logo/q703rq2l2e.png,10.0,5.0,5.0,8.333333333333332,11.666666666666666,13.333333333333334,11.11111111111111,25.0,14.444444444444445,6.111111111111111,14.444444444444445,11.666666666666666,13.333333333333334,16.11111111111111,Utama
PADA,PT Personel Alih Daya Tbk,2022-12-08,Rp100,28.57%,"9,000,000 lot",0,AI - UOB KAY HIAN SEKURITAS,Perindustrian,Jasa Perindustrian,"Jasa Teknikal dan Pemeliharaan Peralatan Telekomunikasi, Call Center, Perkantoran, Keamanan dan SDM",https://www.persada.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/PADA/prospectus/ssgtgi5w7q.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PADA/summary-prospectus/8fb7ne662i.pdf,"Jl. Kebagusan 1 No. 4, Kebagusan, Pasar Minggu, Jakarta Selatan, Kode Pos 12520, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/PADA/logo/yu08nexx8j.png,10.0,4.0,1.0,-3.0,10.0,7.000000000000001,6.0,35.0,20.0,7.000000000000001,11.0,15.0,14.000000000000002,13.0,Pemantauan Khusus
MMIX,PT Multi Medika Internasional Tbk,2022-12-06,Rp190,25%,"6,000,000 lot",2 : 1,YP - MIRAE ASSET SEKURITAS INDONESIA,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,"Perdagangan Besar Alat Laboratorium, Alat Farmasi dan Alat Kedokteran Untuk Manusia, dan Sewa Guna U",https://www.multimed.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/MMIX/prospectus/lc3n1ap0tu.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MMIX/summary-prospectus/4oa9kqawrf.pdf,"PT. Multi Medika Internasional Tbk Jl. Peternakan III No.55B, Kelurahan Kapuk, Kecamatan Cengkareng, Jakarta Barat – DKI Jakarta, Kode Pos 11720",https://storage.googleapis.com/assets.trading.stockbit.com/company/MMIX/logo/k79m0guong.png,34.73684210526316,26.31578947368421,17.894736842105264,24.210526315789476,27.368421052631582,25.26315789473684,34.73684210526316,34.73684210526316,66.3157894736842,17.894736842105264,30.526315789473685,31.57894736842105,30.526315789473685,35.78947368421053,Pengembangan
ISAP,PT Isra Presisi Indonesia Tbk,2022-12-09,Rp96,37.31%,"15,000,000 lot",2 : 1,AI - UOB KAY HIAN SEKURITAS,Barang Konsumen Non-Primer,Barang Rumah Tangga,Industri Mesin dan Perkakas Mesin untuk Pengerjaan Logam,https://www.isra.co.id/en,https://storage.googleapis.com/assets.trading.stockbit.com/company/ISAP/prospectus/wcxdozc3mg.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/ISAP/summary-prospectus/hon2gslu6s.pdf,"Kawasan Industri Delta Silicon III Lippo Cikarang Bekasi Jawa Barat, 17530",https://storage.googleapis.com/assets.trading.stockbit.com/company/ISAP/logo/oms4ospc1c.png,-9.375,-17.708333333333336,-25.0,-32.29166666666667,-26.041666666666668,-18.75,-11.458333333333332,7.291666666666667,-17.708333333333336,-25.0,-22.916666666666664,-26.041666666666668,-18.75,-11.458333333333332,Akselerasi
BELI,PT Global Digital Niaga Tbk,2022-11-08,Rp450,15%,"177,712,059 lot",0,OD - BRI DANAREKSA SEKURITAS,Teknologi,Perangkat Lunak & Jasa TI,"Perdagangan eceran melalui media untuk barang campuran, aktivitas pengembangan aplikasi perdagangan",https://www.blibli.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/BELI/prospectus/saovtc2hws.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/BELI/summary-prospectus/tfn4bt2mi6.pdf,"Jl. Jendral Ahmad Yani No. 34, Kel. Panjunan, Kec. Kota Kudus, Kab. Kudus 59317, Jawa Tengah",https://storage.googleapis.com/assets.trading.stockbit.com/company/BELI/logo/d0bhjpk3ej.png,0.0,1.3333333333333337,0.0,7.555555555555555,5.333333333333334,4.888888888888889,8.444444444444445,4.888888888888889,1.7777777777777777,1.7777777777777777,8.444444444444445,8.0,5.777777777777778,9.77777777777778,Ekonomi Baru
KETR,PT Ketrosden Triasmitra Tbk,2022-11-10,Rp300,15%,"4,262,000 lot",0,AH - SHINHAN SEKURITAS INDONESIA,Infrastruktur,Telekomunikasi,"Pembangunan, penjualan dan pemeliharaan jaringan telekomunikasi kabel serat optik",https://www.triasmitra.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/KETR/prospectus/tbtf3whjrv.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/KETR/summary-prospectus/aw31mjwdsl.pdf,"Gedung Meta Epsi Lantai 2 Jl. Mayjend D.I. Panjaitan Kav. 2, Jakarta Timur",https://storage.googleapis.com/assets.trading.stockbit.com/company/KETR/logo/e20010vlbw.png,6.666666666666667,-0.6666666666666667,-2.0,-2.0,-6.0,-10.666666666666668,-16.666666666666664,24.666666666666668,8.0,3.333333333333333,3.333333333333333,-1.3333333333333337,-4.666666666666667,-8.666666666666668,Pengembangan
ZATA,PT Bersama Zatta Jaya Tbk,2022-11-10,Rp100,20.01%,"17,000,000 lot",0,AI - UOB KAY HIAN SEKURITAS,Barang Konsumen Non-Primer,Barang Rumah Tangga,"Clothing, Accessories & Bags",https://www.elcorps.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/ZATA/prospectus/6zpc9vbk1f.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/ZATA/summary-prospectus/ea825hc5xi.pdf,"Komplek Industri Prapanca No.24, Cigondewah Kaler Kec. Bandung Kulon, Kota Bandung - Jawa Barat 40214",https://storage.googleapis.com/assets.trading.stockbit.com/company/ZATA/logo/0jntcrjfvw.png,35.0,82.0,144.0,202.0,182.0,164.0,146.0,35.0,82.0,144.0,204.0,258.0,226.0,204.0,Pemantauan Khusus
KDTN,PT Puri Sentul Permai Tbk,2022-11-09,Rp150,20%,"2,500,000 lot",5 : 1,MI - VICTORIA SEKURITAS INDONESIA,Barang Konsumen Non-Primer,Jasa Konsumen,"Bergerak dibidang jasa penyedia akomodasi berupa hotel, jasa penyediaan makan minum berupa restoran",https://kedaton8.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/KDTN/prospectus/3ojmndd4dn.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/KDTN/summary-prospectus/4wg9tobf4z.pdf,"Jl. Surya Raya, Kav. Commercial Area 1 Olympic CBD Sentul, Desa Sentul Kecamatan Babakan Madang, Kabupaten Bogor 16810",https://storage.googleapis.com/assets.trading.stockbit.com/company/KDTN/logo/mh11g43vom.png,26.0,17.333333333333336,9.333333333333334,10.0,6.666666666666667,2.0,2.0,34.66666666666667,32.0,46.66666666666666,14.000000000000002,16.666666666666664,9.333333333333334,3.333333333333333,Pengembangan
NINE,PT Techno9 Indonesia Tbk,2022-12-05,Rp75,20.03%,"4,320,000 lot",0,SA - ELIT SUKSES SEKURITAS,Teknologi,Perangkat Keras & Peralatan Teknologi,Bergerak di bidang perdagangan komputer dan perlengkapannya,https://www.techno9indonesia.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/NINE/prospectus/be3izt7rmk.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/NINE/summary-prospectus/y02h5d5pdf.pdf,Komplek Taman Semanan Indah Ruko Plaza Delumina Blok C No. 1 Duri Kosambi – Cengkareng Jakarta Barat 11750,https://storage.googleapis.com/assets.trading.stockbit.com/company/NINE/logo/wwxd5oqv27.png,-8.0,-16.0,-24.0,-30.666666666666664,-37.333333333333336,-42.66666666666667,-48.0,9.333333333333334,-8.0,-22.666666666666664,-28.000000000000004,-37.333333333333336,-34.66666666666667,-42.66666666666667,Akselerasi
