id,jenis,warna,image_array
592,0,0,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
593,0,3,"[[[239 239 239]
  [239 239 239]
  [239 239 239]
  ...
  [239 239 239]
  [239 239 239]
  [239 239 239]]

 [[239 239 239]
  [239 239 239]
  [239 239 239]
  ...
  [239 239 239]
  [239 239 239]
  [239 239 239]]

 [[239 239 239]
  [239 239 239]
  [239 239 239]
  ...
  [239 239 239]
  [239 239 239]
  [239 239 239]]

 ...

 [[239 239 239]
  [239 239 239]
  [239 239 239]
  ...
  [239 239 239]
  [239 239 239]
  [239 239 239]]

 [[238 238 238]
  [238 238 238]
  [238 238 238]
  ...
  [238 238 238]
  [238 238 238]
  [238 238 238]]

 [[249 249 249]
  [249 249 249]
  [249 249 249]
  ...
  [249 249 249]
  [249 249 249]
  [249 249 249]]]"
594,1,0,"[[[255 255 255]
  [255 255 255]
  [241 241 241]
  ...
  [255 255 255]
  [255 255 255]
  [249 249 249]]

 [[252 252 252]
  [208 208 208]
  [105 105 105]
  ...
  [139 139 139]
  [164 164 164]
  [255 255 255]]

 [[255 255 255]
  [215 215 215]
  [172 172 172]
  ...
  [ 50  50  50]
  [ 97  97  97]
  [246 246 246]]

 ...

 [[253 253 253]
  [220 220 220]
  [232 232 232]
  ...
  [159 159 159]
  [171 171 171]
  [255 255 255]]

 [[252 252 252]
  [140 140 140]
  [182 182 182]
  ...
  [218 218 218]
  [215 215 215]
  [246 246 246]]

 [[255 255 255]
  [247 247 247]
  [247 247 247]
  ...
  [255 255 255]
  [252 252 252]
  [255 255 255]]]"
595,1,1,"[[[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [235 235 235]
  [235 235 235]]

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [235 235 235]
  [235 235 235]]

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [235 235 235]
  [235 235 235]]

 ...

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [235 235 235]
  [235 235 235]]

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [235 235 235]
  [235 235 235]]

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [235 235 235]
  [235 235 235]]]"
596,0,2,"[[[134 131 126]
  [132 129 124]
  [132 129 124]
  ...
  [237 231 233]
  [237 231 233]
  [236 230 232]]

 [[132 129 124]
  [132 129 124]
  [134 131 126]
  ...
  [237 231 233]
  [237 231 233]
  [236 230 232]]

 [[141 138 133]
  [141 138 133]
  [143 140 135]
  ...
  [237 231 233]
  [237 231 233]
  [236 230 232]]

 ...

 [[147 148 143]
  [147 148 143]
  [148 149 144]
  ...
  [109 111 106]
  [ 56  59  52]
  [ 38  41  32]]

 [[148 149 144]
  [148 149 144]
  [148 149 144]
  ...
  [101 103  98]
  [ 44  47  40]
  [ 29  32  23]]

 [[147 148 143]
  [147 148 143]
  [148 149 144]
  ...
  [102 104  99]
  [ 46  49  40]
  [ 29  32  23]]]"
597,0,3,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
598,0,2,"[[[207 206 212]
  [207 206 212]
  [208 207 213]
  ...
  [186 181 187]
  [185 180 186]
  [184 179 185]]

 [[207 206 212]
  [207 206 212]
  [208 207 213]
  ...
  [186 181 187]
  [186 181 187]
  [185 180 186]]

 [[207 206 212]
  [208 207 213]
  [208 207 213]
  ...
  [186 181 187]
  [186 181 187]
  [185 180 186]]

 ...

 [[204 199 203]
  [204 199 203]
  [202 197 201]
  ...
  [172 166 170]
  [172 166 170]
  [173 167 171]]

 [[206 201 205]
  [205 200 204]
  [202 197 201]
  ...
  [171 165 169]
  [172 166 170]
  [173 167 171]]

 [[207 202 206]
  [205 200 204]
  [202 197 201]
  ...
  [170 164 168]
  [171 165 169]
  [173 167 171]]]"
599,0,2,"[[[229 226 219]
  [230 227 220]
  [230 227 220]
  ...
  [219 218 214]
  [219 218 214]
  [218 217 213]]

 [[229 226 219]
  [230 227 220]
  [230 227 220]
  ...
  [219 218 214]
  [219 218 214]
  [219 218 214]]

 [[229 226 219]
  [230 227 220]
  [230 227 220]
  ...
  [219 218 214]
  [219 218 214]
  [219 218 214]]

 ...

 [[231 228 219]
  [231 228 219]
  [232 229 220]
  ...
  [228 224 215]
  [229 225 216]
  [229 225 216]]

 [[231 228 219]
  [231 228 219]
  [231 228 219]
  ...
  [227 223 214]
  [228 224 215]
  [228 224 215]]

 [[231 228 219]
  [231 228 219]
  [231 228 219]
  ...
  [228 224 215]
  [228 224 215]
  [228 224 215]]]"
600,0,2,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
601,0,1,"[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]]"
602,1,3,"[[[233 233 233]
  [233 233 233]
  [233 233 233]
  ...
  [233 233 233]
  [233 233 233]
  [233 233 233]]

 [[233 233 233]
  [233 233 233]
  [233 233 233]
  ...
  [233 233 233]
  [233 233 233]
  [233 233 233]]

 [[233 233 233]
  [233 233 233]
  [233 233 233]
  ...
  [233 233 233]
  [233 233 233]
  [233 233 233]]

 ...

 [[233 233 233]
  [233 233 233]
  [233 233 233]
  ...
  [233 233 233]
  [233 233 233]
  [233 233 233]]

 [[233 233 233]
  [233 233 233]
  [233 233 233]
  ...
  [233 233 233]
  [233 233 233]
  [233 233 233]]

 [[233 233 233]
  [233 233 233]
  [233 233 233]
  ...
  [233 233 233]
  [233 233 233]
  [233 233 233]]]"
603,0,0,"[[[241 241 241]
  [241 241 241]
  [241 241 241]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]

 [[241 241 241]
  [241 241 241]
  [241 241 241]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]

 [[241 241 241]
  [241 241 241]
  [241 241 241]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]

 ...

 [[241 241 241]
  [241 241 241]
  [241 241 241]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]

 [[241 241 241]
  [241 241 241]
  [241 241 241]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]

 [[241 241 241]
  [241 241 241]
  [241 241 241]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]]"
604,1,3,"[[[ 44  44  44]
  [ 44  44  44]
  [ 43  43  43]
  ...
  [ 59  59  59]
  [ 59  59  59]
  [ 58  58  58]]

 [[ 44  44  44]
  [ 44  44  44]
  [ 43  43  43]
  ...
  [ 59  59  59]
  [ 58  58  58]
  [ 57  57  57]]

 [[ 44  44  44]
  [ 44  44  44]
  [ 43  43  43]
  ...
  [ 59  59  59]
  [ 58  58  58]
  [ 57  57  57]]

 ...

 [[100 100 100]
  [121 121 121]
  [170 170 170]
  ...
  [224 224 224]
  [142 142 142]
  [119 119 119]]

 [[130 130 130]
  [107 107 107]
  [118 118 118]
  ...
  [226 226 226]
  [210 210 210]
  [157 157 157]]

 [[111 111 111]
  [116 116 116]
  [115 115 115]
  ...
  [177 177 177]
  [227 227 227]
  [228 228 228]]]"
605,0,4,"[[[241 241 241]
  [241 241 241]
  [241 241 241]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]

 [[241 241 241]
  [241 241 241]
  [241 241 241]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]

 [[241 241 241]
  [241 241 241]
  [241 241 241]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]

 ...

 [[241 241 241]
  [241 241 241]
  [241 241 241]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]

 [[241 241 241]
  [241 241 241]
  [241 241 241]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]

 [[241 241 241]
  [241 241 241]
  [241 241 241]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]]"
606,0,2,"[[[239 239 239]
  [239 239 239]
  [239 239 239]
  ...
  [239 239 239]
  [239 239 239]
  [239 239 239]]

 [[239 239 239]
  [239 239 239]
  [239 239 239]
  ...
  [239 239 239]
  [239 239 239]
  [239 239 239]]

 [[239 239 239]
  [239 239 239]
  [239 239 239]
  ...
  [239 239 239]
  [239 239 239]
  [239 239 239]]

 ...

 [[239 239 239]
  [239 239 239]
  [239 239 239]
  ...
  [239 239 239]
  [239 239 239]
  [239 239 239]]

 [[239 239 239]
  [239 239 239]
  [239 239 239]
  ...
  [239 239 239]
  [239 239 239]
  [239 239 239]]

 [[239 239 239]
  [239 239 239]
  [239 239 239]
  ...
  [239 239 239]
  [239 239 239]
  [239 239 239]]]"
607,1,0,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
608,0,0,"[[[254 255 255]
  [254 255 255]
  [254 255 255]
  ...
  [254 255 255]
  [254 255 255]
  [254 255 255]]

 [[254 255 255]
  [254 255 255]
  [254 255 255]
  ...
  [254 255 255]
  [254 255 255]
  [254 255 255]]

 [[254 255 255]
  [254 255 255]
  [254 255 255]
  ...
  [254 255 255]
  [254 255 255]
  [254 255 255]]

 ...

 [[240 242 241]
  [248 250 249]
  [243 245 244]
  ...
  [254 255 255]
  [254 255 255]
  [254 255 255]]

 [[248 250 249]
  [254 255 255]
  [250 252 251]
  ...
  [254 255 255]
  [254 255 255]
  [254 255 255]]

 [[251 253 252]
  [254 255 255]
  [252 254 253]
  ...
  [254 255 255]
  [254 255 255]
  [254 255 255]]]"
609,0,3,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
610,1,4,"[[[22 22 22]
  [ 5  5  5]
  [ 9  9  9]
  ...
  [63 61 72]
  [60 58 71]
  [62 60 73]]

 [[31 31 31]
  [ 7  7  7]
  [ 0  0  0]
  ...
  [66 64 75]
  [66 64 77]
  [69 67 80]]

 [[20 20 20]
  [10 10 10]
  [ 6  6  6]
  ...
  [61 59 70]
  [61 59 70]
  [63 61 74]]

 ...

 [[17 18 22]
  [10 11 15]
  [ 6  7 11]
  ...
  [13 13 15]
  [ 5  5  5]
  [ 6  6  4]]

 [[19 20 24]
  [12 13 17]
  [ 9 10 14]
  ...
  [ 8  8 10]
  [ 1  1  1]
  [ 4  4  2]]

 [[26 27 31]
  [20 21 25]
  [18 19 23]
  ...
  [14 14 16]
  [10 10  8]
  [16 17 12]]]"
611,1,4,"[[[164 164 164]
  [164 164 164]
  [164 164 164]
  ...
  [165 165 165]
  [165 165 165]
  [165 165 165]]

 [[164 164 164]
  [164 164 164]
  [164 164 164]
  ...
  [165 165 165]
  [165 165 165]
  [165 165 165]]

 [[164 164 164]
  [164 164 164]
  [165 165 165]
  ...
  [165 165 165]
  [165 165 165]
  [165 165 165]]

 ...

 [[166 166 166]
  [166 166 166]
  [165 165 165]
  ...
  [165 165 165]
  [166 166 166]
  [166 166 166]]

 [[166 166 166]
  [166 166 166]
  [165 165 165]
  ...
  [165 165 165]
  [166 166 166]
  [166 166 166]]

 [[166 166 166]
  [166 166 166]
  [166 166 166]
  ...
  [166 166 166]
  [166 166 166]
  [166 166 166]]]"
612,0,0,"[[[220 218 219]
  [220 218 219]
  [220 218 219]
  ...
  [220 218 219]
  [220 218 219]
  [220 218 219]]

 [[220 218 219]
  [220 218 219]
  [220 218 219]
  ...
  [220 218 219]
  [220 218 219]
  [220 218 219]]

 [[220 218 219]
  [220 218 219]
  [220 218 219]
  ...
  [220 218 219]
  [220 218 219]
  [220 218 219]]

 ...

 [[220 218 219]
  [220 218 219]
  [220 218 219]
  ...
  [220 218 219]
  [220 218 219]
  [220 218 219]]

 [[220 218 219]
  [220 218 219]
  [220 218 219]
  ...
  [220 218 219]
  [220 218 219]
  [220 218 219]]

 [[220 218 219]
  [220 218 219]
  [220 218 219]
  ...
  [220 218 219]
  [220 218 219]
  [220 218 219]]]"
613,1,2,"[[[230 228 216]
  [230 228 216]
  [230 228 216]
  ...
  [230 228 216]
  [230 228 216]
  [230 228 216]]

 [[230 228 216]
  [230 228 216]
  [230 228 216]
  ...
  [230 228 216]
  [230 228 216]
  [230 228 216]]

 [[230 228 216]
  [230 228 216]
  [230 228 216]
  ...
  [230 228 216]
  [230 228 216]
  [230 228 216]]

 ...

 [[230 228 216]
  [230 228 216]
  [230 228 216]
  ...
  [230 228 216]
  [230 228 216]
  [230 228 216]]

 [[230 228 216]
  [230 228 216]
  [230 228 216]
  ...
  [230 228 216]
  [230 228 216]
  [230 228 216]]

 [[230 228 216]
  [230 228 216]
  [230 228 216]
  ...
  [230 228 216]
  [230 228 216]
  [230 228 216]]]"
614,0,1,"[[[190 158 117]
  [194 162 121]
  [198 166 125]
  ...
  [183 146 102]
  [183 146 102]
  [181 144 100]]

 [[184 152 111]
  [184 152 111]
  [186 154 113]
  ...
  [185 148 104]
  [183 146 102]
  [181 144 100]]

 [[192 159 118]
  [191 158 117]
  [190 157 116]
  ...
  [167 130  86]
  [167 130  86]
  [167 130  86]]

 ...

 [[162 122  73]
  [160 120  71]
  [162 122  73]
  ...
  [174 132  82]
  [179 137  89]
  [184 144  95]]

 [[165 125  76]
  [161 121  72]
  [164 124  75]
  ...
  [191 151 100]
  [187 150  98]
  [188 152 100]]

 [[178 138  89]
  [168 128  79]
  [160 122  73]
  ...
  [186 150  98]
  [184 151  98]
  [185 152  99]]]"
615,1,4,"[[[234 230 221]
  [234 230 221]
  [234 230 221]
  ...
  [234 230 221]
  [234 230 221]
  [234 230 221]]

 [[234 230 221]
  [234 230 221]
  [234 230 221]
  ...
  [234 230 221]
  [234 230 221]
  [234 230 221]]

 [[234 230 221]
  [234 230 221]
  [234 230 221]
  ...
  [234 230 221]
  [234 230 221]
  [234 230 221]]

 ...

 [[234 230 221]
  [234 230 221]
  [234 230 221]
  ...
  [233 229 220]
  [234 230 221]
  [234 230 221]]

 [[234 230 221]
  [234 230 221]
  [234 230 221]
  ...
  [234 230 221]
  [234 230 221]
  [235 231 222]]

 [[234 230 221]
  [234 230 221]
  [234 230 221]
  ...
  [234 230 221]
  [233 229 220]
  [232 228 219]]]"
616,0,4,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
617,0,3,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
618,1,4,"[[[32 32 32]
  [22 22 22]
  [21 21 21]
  ...
  [54 54 54]
  [56 56 56]
  [57 57 57]]

 [[33 33 33]
  [21 21 21]
  [18 18 18]
  ...
  [52 52 52]
  [54 54 54]
  [57 57 57]]

 [[37 37 37]
  [24 24 24]
  [21 21 21]
  ...
  [52 52 52]
  [54 54 54]
  [57 57 57]]

 ...

 [[29 29 29]
  [22 22 22]
  [28 28 28]
  ...
  [43 43 43]
  [40 40 40]
  [37 37 37]]

 [[28 28 28]
  [21 21 21]
  [29 29 29]
  ...
  [42 42 42]
  [40 40 40]
  [37 37 37]]

 [[26 26 26]
  [21 21 21]
  [29 29 29]
  ...
  [41 41 41]
  [40 40 40]
  [37 37 37]]]"
619,1,2,"[[[252 252 252]
  [255 255 255]
  [254 254 254]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[253 253 253]
  [255 255 255]
  [253 253 253]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [254 254 254]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
620,0,3,"[[[232 232 234]
  [234 234 236]
  [236 236 238]
  ...
  [252 252 254]
  [252 252 254]
  [252 252 254]]

 [[231 231 233]
  [234 234 236]
  [236 236 238]
  ...
  [252 252 254]
  [252 252 254]
  [252 252 254]]

 [[231 231 233]
  [235 235 237]
  [237 237 239]
  ...
  [252 252 254]
  [252 252 254]
  [252 252 254]]

 ...

 [[229 229 229]
  [229 229 229]
  [229 229 229]
  ...
  [252 252 252]
  [252 252 252]
  [252 252 252]]

 [[229 229 229]
  [229 229 229]
  [229 229 229]
  ...
  [252 252 252]
  [252 252 252]
  [252 252 252]]

 [[229 229 229]
  [228 228 228]
  [228 228 228]
  ...
  [252 252 252]
  [252 252 252]
  [252 252 252]]]"
621,0,3,"[[[236 237 232]
  [236 237 232]
  [236 237 232]
  ...
  [235 235 233]
  [235 235 233]
  [234 234 232]]

 [[236 237 232]
  [236 237 232]
  [236 237 232]
  ...
  [235 235 233]
  [235 235 233]
  [234 234 232]]

 [[236 237 232]
  [236 237 232]
  [236 237 232]
  ...
  [235 235 233]
  [234 234 232]
  [234 234 232]]

 ...

 [[229 230 224]
  [229 230 224]
  [229 230 224]
  ...
  [229 230 224]
  [229 230 224]
  [228 229 223]]

 [[229 230 224]
  [229 230 224]
  [229 230 224]
  ...
  [229 230 224]
  [229 230 224]
  [229 230 224]]

 [[229 230 224]
  [229 230 224]
  [229 230 224]
  ...
  [229 230 224]
  [229 230 224]
  [229 230 224]]]"
622,0,4,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
623,1,2,"[[[227 227 227]
  [227 227 227]
  [227 227 227]
  ...
  [231 231 231]
  [231 231 231]
  [231 231 231]]

 [[228 228 228]
  [228 228 228]
  [228 228 228]
  ...
  [231 231 231]
  [231 231 231]
  [231 231 231]]

 [[228 228 228]
  [228 228 228]
  [228 228 228]
  ...
  [231 231 231]
  [231 231 231]
  [231 231 231]]

 ...

 [[230 230 230]
  [230 230 230]
  [231 231 231]
  ...
  [229 229 229]
  [229 229 229]
  [229 229 229]]

 [[231 231 231]
  [230 230 230]
  [228 228 228]
  ...
  [229 229 229]
  [229 229 229]
  [229 229 229]]

 [[230 230 230]
  [230 230 230]
  [231 231 231]
  ...
  [229 229 229]
  [229 229 229]
  [229 229 229]]]"
624,0,3,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
625,0,1,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
626,1,3,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
627,0,4,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
628,1,4,"[[[22 22 22]
  [22 22 22]
  [24 24 24]
  ...
  [57 57 57]
  [56 56 56]
  [54 54 54]]

 [[23 23 23]
  [24 24 24]
  [22 22 22]
  ...
  [56 56 56]
  [56 56 56]
  [54 54 54]]

 [[20 20 20]
  [23 23 23]
  [19 19 19]
  ...
  [57 57 57]
  [57 57 57]
  [55 55 55]]

 ...

 [[30 30 30]
  [32 32 32]
  [34 34 34]
  ...
  [38 38 38]
  [35 35 35]
  [36 36 36]]

 [[30 30 30]
  [31 31 31]
  [31 31 31]
  ...
  [36 36 36]
  [34 34 34]
  [36 36 36]]

 [[27 27 27]
  [28 28 28]
  [27 27 27]
  ...
  [35 35 35]
  [34 34 34]
  [35 35 35]]]"
